Title,Note,URL,Tags,Comment
PUSH PULL | Stark,,https://www.google.com/maps/place/PUSH+PULL+%7C+Stark/data=!4m2!3m1!1s0x5495a0a6bb05abfd:0xb2e1a9fb64e8d9e3,☕️ Coffee,
Heart Coffee (Burnside),,https://www.google.com/maps/place/Heart+Coffee+(Burnside)/data=!4m2!3m1!1s0x5495a0bbf9a65e65:0x8f8ec0cd8726c3d2,☕️ Coffee,
Saint Simon Coffee Co.,,https://www.google.com/maps/place/Saint+Simon+Coffee+Co./data=!4m2!3m1!1s0x5495a0ca58737bfb:0xae21c0da156b0e39,☕️ Coffee,
Nova Coffee,,https://www.google.com/maps/place/Nova+Coffee/data=!4m2!3m1!1s0x5495a0a72a729cd1:0xf60fe43a7ae01efb,☕️ Coffee,
Crema Coffee + Bakery,,https://www.google.com/maps/place/Crema+Coffee+%2B+Bakery/data=!4m2!3m1!1s0x5495a0bef903ee7b:0x857b8582ddbde3a,☕️ Coffee,
Autumn Coffee Roasting,,https://www.google.com/maps/place/Autumn+Coffee+Roasting/data=!4m2!3m1!1s0x5495a7c0d0b72e67:0xe934418895a51754,☕️ Coffee,
Extracto Coffee Roasters,,https://www.google.com/maps/place/Extracto+Coffee+Roasters/data=!4m2!3m1!1s0x5495a6e7716e4467:0xc012e6f92e20cb20,☕️ Coffee,
Capitola Coffee,,https://www.google.com/maps/place/Capitola+Coffee/data=!4m2!3m1!1s0x5495a70195a98a47:0xbe58b2c646ce68c3,☕️ Coffee,
KISS Coffee,,https://www.google.com/maps/place/KISS+Coffee/data=!4m2!3m1!1s0x5495a7646ee7519f:0xd3573cc52a976719,☕️ Coffee,
Albina Press,,https://www.google.com/maps/place/Albina+Press/data=!4m2!3m1!1s0x5495a7132430431b:0x1ee724c4aeb7666,☕️ Coffee,
Bastion Coffee Roasters,,https://www.google.com/maps/place/Bastion+Coffee+Roasters/data=!4m2!3m1!1s0x54950b84b269c303:0xa3632e76f9799085,☕️ Coffee,
Euko Coffee & Company,,https://www.google.com/maps/place/Euko+Coffee+%26+Company/data=!4m2!3m1!1s0x5495a7c4430e0695:0x8dffab6be5295070,☕️ Coffee,
Hypnos Coffee,,https://www.google.com/maps/place/Hypnos+Coffee/data=!4m2!3m1!1s0x5495a7dfb3089685:0xf3a03085e18e8be7,☕️ Coffee,
Proud Mary Cafe,,https://www.google.com/maps/place/Proud+Mary+Cafe/data=!4m2!3m1!1s0x5495a7201c5f890b:0xf06daafd81449972,☕️ Coffee;🥞 Breakfast,
Roseline Coffee,,https://www.google.com/maps/place/Roseline+Coffee/data=!4m2!3m1!1s0x5495a71f9bf5a069:0x87c819fad45cb9c6,☕️ Coffee,
Memoire Cà Phê,,https://www.google.com/maps/place/Memoire+C%C3%A0+Ph%C3%AA/data=!4m2!3m1!1s0x5495a7d22219017d:0x6030664ab59d769c,☕️ Coffee,
Case Study Coffee Roasters,,https://www.google.com/maps/place/Case+Study+Coffee+Roasters/data=!4m2!3m1!1s0x5495a71f2ffdbcf7:0x7223b26591a70c4e,☕️ Coffee,
Alberta Street Coffee,,https://www.google.com/maps/place/Alberta+Street+Coffee/data=!4m2!3m1!1s0x5495a78a4729d911:0x7218bf44375e50d7,☕️ Coffee,
Good Cart Coffee,,https://www.google.com/maps/place/Good+Cart+Coffee/data=!4m2!3m1!1s0x5495a7ac4dd41b3f:0xebd6040202d2c49a,☕️ Coffee,
red e café roasters,,https://www.google.com/maps/place/red+e+caf%C3%A9+roasters/data=!4m2!3m1!1s0x5495a70c47f15759:0x83379a7f17f531e5,☕️ Coffee,
The Stacks Coffeehouse,,https://www.google.com/maps/place/The+Stacks+Coffeehouse/data=!4m2!3m1!1s0x5495a7f20fb31cd7:0x9ae2bbb0f02abd38,☕️ Coffee,
La Perlita,,https://www.google.com/maps/place/La+Perlita/data=!4m2!3m1!1s0x549509ca495f4ee7:0xa12cd2c13d208b14,☕️ Coffee,
Futura Coffee Roasters - Arbor Lodge,,https://www.google.com/maps/place/Futura+Coffee+Roasters+-+Arbor+Lodge/data=!4m2!3m1!1s0x5495a7a722bd5523:0x1ba2bea9af4320b5,☕️ Coffee,
Less and more coffee,,https://www.google.com/maps/place/Less+and+more+coffee/data=!4m2!3m1!1s0x54950a0557af84a5:0xb27f6a7a45bcd13a,☕️ Coffee,
Case Study Coffee Roasters,,https://www.google.com/maps/place/Case+Study+Coffee+Roasters/data=!4m2!3m1!1s0x549509e7e6e423e9:0xb20114e062153290,☕️ Coffee,
Shroom Coffee & Bar,,https://www.google.com/maps/place/Shroom+Coffee+%26+Bar/data=!4m2!3m1!1s0x5495a10a1414b769:0x5a494cd2716ff6b7,☕️ Coffee,
Cafe Rosetta,,https://www.google.com/maps/place/Cafe+Rosetta/data=!4m2!3m1!1s0x5495a70053582c7b:0xb338807f9c3eb7c2,☕️ Coffee,
Slow Haste Coffee,,https://www.google.com/maps/place/Slow+Haste+Coffee/data=!4m2!3m1!1s0x5495a1034399c96f:0xeb1de83b9f10e61f,☕️ Coffee,
Electrica Coffee,,https://www.google.com/maps/place/Electrica+Coffee/data=!4m2!3m1!1s0x549509cade5d5903:0x5e24ebd287297a3f,☕️ Coffee,
Brave Neighbor Coffeehouse & Social,,https://www.google.com/maps/place/Brave+Neighbor+Coffeehouse+%26+Social/data=!4m2!3m1!1s0x5495a78627af372d:0xf458d22336aa1cf3,☕️ Coffee,
Honey Latte Cafe,,https://www.google.com/maps/place/Honey+Latte+Cafe/data=!4m2!3m1!1s0x5495a1184f233779:0x23af70f5bd3fd5f5,☕️ Coffee,
Coava Coffee Roasters,,https://www.google.com/maps/place/Coava+Coffee+Roasters/data=!4m2!3m1!1s0x54950a0ae93e6b79:0xc63aec4f3d1b3aad,☕️ Coffee,
Kalesa Coffee,,https://www.google.com/maps/place/Kalesa+Coffee/data=!4m2!3m1!1s0x5495a9c41dc65545:0xdb00af124efb4f6d,☕️ Coffee,
Puff Coffee,,https://www.google.com/maps/place/Puff+Coffee/data=!4m2!3m1!1s0x5495a18821692719:0x6a34850e59f3dff0,☕️ Coffee,
Saint Simon Coffee Co. - Brazee,,https://www.google.com/maps/place/Saint+Simon+Coffee+Co.+-+Brazee/data=!4m2!3m1!1s0x5495a7fe6f284115:0xe41b60d3e09b0abd,☕️ Coffee,
Tiny's Coffee,,https://www.google.com/maps/place/Tiny's+Coffee/data=!4m2!3m1!1s0x5495a09fbe84768d:0xca7c2f7fe7c55984,☕️ Coffee,
Upper Left Roasters,,https://www.google.com/maps/place/Upper+Left+Roasters/data=!4m2!3m1!1s0x5495a09e32fabcd3:0x1ac42e464d67e013,☕️ Coffee,
Coava Coffee Roasters | Public Brew Bar & Roastery,,https://www.google.com/maps/place/Coava+Coffee+Roasters+%7C+Public+Brew+Bar+%26+Roastery/data=!4m2!3m1!1s0x5495a0a023d2676f:0xc9e01f6ed42ccb92,☕️ Coffee,
Wild Rose Coffee,,https://www.google.com/maps/place/Wild+Rose+Coffee/data=!4m2!3m1!1s0x54950917061a97fd:0x690603b72c575481,☕️ Coffee,
Case Study Coffee Roasters,,https://www.google.com/maps/place/Case+Study+Coffee+Roasters/data=!4m2!3m1!1s0x54950b5e047cabb3:0x404e3d9c0cc13e68,☕️ Coffee,
The Great North (Coffee Shop & Roastery),,https://www.google.com/maps/place/The+Great+North+(Coffee+Shop+%26+Roastery)/data=!4m2!3m1!1s0x5495a70bc0899b89:0xb5d5b679d93257e,☕️ Coffee,
Eastside Coffee Bar and Workspace,,https://www.google.com/maps/place/Eastside+Coffee+Bar+and+Workspace/data=!4m2!3m1!1s0x5495a16142e9446f:0x1398172ceae6c4d5,☕️ Coffee,
Guilder Coffee Company - Alameda Neighborhood,,https://www.google.com/maps/place/Guilder+Coffee+Company+-+Alameda+Neighborhood/data=!4m2!3m1!1s0x5495a72f14c652e5:0x33ba1b72d99f0500,☕️ Coffee,
Old Friends Coffee Roasters,,https://www.google.com/maps/place/Old+Friends+Coffee+Roasters/data=!4m2!3m1!1s0x5495a1b83882dd1f:0x2e4f0a45a4d379e1,☕️ Coffee,
GrindHouse Coffee,,https://www.google.com/maps/place/GrindHouse+Coffee/data=!4m2!3m1!1s0x5495a7a11711e873:0x20e066ea2945782e,☕️ Coffee,
Coava Coffee Roasters,,https://www.google.com/maps/place/Coava+Coffee+Roasters/data=!4m2!3m1!1s0x5495a09a7241025b:0x66d8129f57be9989,☕️ Coffee,
Woodlawn Coffee & Pastry,,https://www.google.com/maps/place/Woodlawn+Coffee+%26+Pastry/data=!4m2!3m1!1s0x5495a6fe6c8cc8a3:0xf14f717afe8438c8,☕️ Coffee,
Prince Coffee,,https://www.google.com/maps/place/Prince+Coffee/data=!4m2!3m1!1s0x5495a6d31ed9cdb7:0xce757261aff2b573,☕️ Coffee,
Our Spot PDX,,https://www.google.com/maps/place/Our+Spot+PDX/data=!4m2!3m1!1s0x54950b001f9a5e19:0x449f9b640fdf2294,☕️ Coffee,
Seven Virtues Coffee Roasters on Glisan,,https://www.google.com/maps/place/Seven+Virtues+Coffee+Roasters+on+Glisan/data=!4m2!3m1!1s0x5495a0e1e7b97521:0x1a5970505da2bed8,☕️ Coffee,
Case Study Coffee Roasters,,https://www.google.com/maps/place/Case+Study+Coffee+Roasters/data=!4m2!3m1!1s0x5495a12f16b23635:0x13713ddbaa14159c,☕️ Coffee,
COTTA,,https://www.google.com/maps/place/COTTA/data=!4m2!3m1!1s0x54950b8195b47faf:0xf9706beb922aaa01,☕️ Coffee,
Futura Coffee Roasters - Glisan St,,https://www.google.com/maps/place/Futura+Coffee+Roasters+-+Glisan+St/data=!4m2!3m1!1s0x5495a11b0217612f:0x2ea6063a3259061a,☕️ Coffee,
Loro Coffee Montavilla,,https://www.google.com/maps/place/Loro+Coffee+Montavilla/data=!4m2!3m1!1s0x5495a16175d53465:0x66e7977024c19a45,☕️ Coffee,
Hinterland Coffee & Clothing,,https://www.google.com/maps/place/Hinterland+Coffee+%26+Clothing/data=!4m2!3m1!1s0x5495a1a94cde3667:0xf6ea08a2be9194ea,☕️ Coffee,
Rose City Coffee Co.,,https://www.google.com/maps/place/Rose+City+Coffee+Co./data=!4m2!3m1!1s0x54950a7b65d4b37f:0xe87831d90e1624d4,☕️ Coffee,
Better Days Cafe,,https://www.google.com/maps/place/Better+Days+Cafe/data=!4m2!3m1!1s0x5495a1000fa066d3:0x555a5e86c0ef33cc,☕️ Coffee,
All Your Heart Coffee,,https://www.google.com/maps/place/All+Your+Heart+Coffee/data=!4m2!3m1!1s0x54950b6a81e3e733:0x622422e3b63abaa6,☕️ Coffee,
Presso Coffee Co.,,https://www.google.com/maps/place/Presso+Coffee+Co./data=!4m2!3m1!1s0x5495a7b6d841239f:0xd7ecc13f4ae260a8,☕️ Coffee,
Bipartisan Cafe,,https://www.google.com/maps/place/Bipartisan+Cafe/data=!4m2!3m1!1s0x5495a106cfafcff1:0x3f71faa89ba7dcdc,☕️ Coffee,
Posies Bakery & Cafe,,https://www.google.com/maps/place/Posies+Bakery+%26+Cafe/data=!4m2!3m1!1s0x5495a7b72aada1bd:0x66e213d4003d996d,☕️ Coffee,
Heart Coffee (Woodstock),,https://www.google.com/maps/place/Heart+Coffee+(Woodstock)/data=!4m2!3m1!1s0x5495a0045f5cef93:0xb131bd6180b3b9cd,☕️ Coffee,
Keeper Coffee Co,,https://www.google.com/maps/place/Keeper+Coffee+Co/data=!4m2!3m1!1s0x54950b1de95b50c1:0x81cb7d42ff5e6ae7,☕️ Coffee,
Carnelian Coffee,,https://www.google.com/maps/place/Carnelian+Coffee/data=!4m2!3m1!1s0x5495a015b7b62827:0x5547bcc2ca172b29,☕️ Coffee,
Yours Truly,,https://www.google.com/maps/place/Yours+Truly/data=!4m2!3m1!1s0x54950baaba389015:0xa113d0b83677d6a,☕️ Coffee,
Refuge Coffee House,,https://www.google.com/maps/place/Refuge+Coffee+House/data=!4m2!3m1!1s0x5495a1a5c5713f01:0x1aabd68f314a8444,☕️ Coffee,
Two Stroke Coffee Co.,,https://www.google.com/maps/place/Two+Stroke+Coffee+Co./data=!4m2!3m1!1s0x5495a8021cdac485:0x59a1929fb99b3094,☕️ Coffee,
Living Room Coffee,,https://www.google.com/maps/place/Living+Room+Coffee/data=!4m2!3m1!1s0x5495a797e794c923:0xd23203b14a5adb02,☕️ Coffee,
Case Study Coffee Roasters,,https://www.google.com/maps/place/Case+Study+Coffee+Roasters/data=!4m2!3m1!1s0x54950a04cba5dd6b:0x736ecdb5e217595e,☕️ Coffee,
HunnyMilk,,https://www.google.com/maps/place/HunnyMilk/data=!4m2!3m1!1s0x5495a0bf3dac6663:0xadd3fea7b33207e8,🥞 Breakfast,
Angel Face,,https://www.google.com/maps/place/Angel+Face/data=!4m2!3m1!1s0x5495a0bf184a4e63:0x7308f145d2d4cd0b,🍸 Beer & Cocktails,
Hey Love,,https://www.google.com/maps/place/Hey+Love/data=!4m2!3m1!1s0x5495a1a13f300c6f:0x7b4b705505bcae7,🍸 Beer & Cocktails,
Silk Road,,https://www.google.com/maps/place/Silk+Road/data=!4m2!3m1!1s0x549509d190a7d2c1:0x5ff6087c5cdb5a22,🍸 Beer & Cocktails,
The Uncanny,,https://www.google.com/maps/place/The+Uncanny/data=!4m2!3m1!1s0x5495a7728408285d:0xb813e929f0bde945,🍸 Beer & Cocktails;🍃 Vegan,
Too Soon,,https://www.google.com/maps/place/Too+Soon/data=!4m2!3m1!1s0x5495a10d81d6f5e3:0x43dd1917a42028a5,🍸 Beer & Cocktails,
COLLECTOR,,https://www.google.com/maps/place/COLLECTOR/data=!4m2!3m1!1s0x5495a1568e1e634d:0x1f0c31c54f148465,🍸 Beer & Cocktails,
Fried Egg I'm In Love,,https://www.google.com/maps/place/Fried+Egg+I'm+In+Love/data=!4m2!3m1!1s0x5495a75e015a4b8b:0x9f80767db526b4e1,🥯 Bagels,
Dawnbringer,,https://www.google.com/maps/place/Dawnbringer/data=!4m2!3m1!1s0x5495a7ba9873e2e9:0x4478b43297f144fe,🥯 Bagels;🚚 Food carts;🥞 Breakfast,
Bernstein's Bagels,,https://www.google.com/maps/place/Bernstein's+Bagels/data=!4m2!3m1!1s0x5495a72b9a93cd33:0x4478f6f23908775b,☕️ Coffee;🥯 Bagels,
Just Bob,,https://www.google.com/maps/place/Just+Bob/data=!4m2!3m1!1s0x5495a6dfc04bb8d5:0x205737da327f9d10,🥯 Bagels;☕️ Coffee,
Jet Black Coffee Company,,https://www.google.com/maps/place/Jet+Black+Coffee+Company/data=!4m2!3m1!1s0x5495a7d4a3e2a58f:0x686924ed6365ed6d,🥯 Bagels;☕️ Coffee,
Le Petit Café NW,,https://www.google.com/maps/place/Le+Petit+Caf%C3%A9+NW/data=!4m2!3m1!1s0x5495a70c763b66b9:0xa4b8777b972b2864,🥯 Bagels;☕️ Coffee,
Memento Mori Cafe,,https://www.google.com/maps/place/Memento+Mori+Cafe/data=!4m2!3m1!1s0x5495095196205135:0x6b5d7dd7e959c8e8,🥯 Bagels;☕️ Coffee;🍃 Vegan,
Bentley's Bagels,,https://www.google.com/maps/place/Bentley's+Bagels/data=!4m2!3m1!1s0x54950997a91fb685:0x78c08ee9ba003666,🥯 Bagels,
Puddletown Bagels Bakery & Cafe,,https://www.google.com/maps/place/Puddletown+Bagels+Bakery+%26+Cafe/data=!4m2!3m1!1s0x5495a7f9a89ce3a9:0x5d6920b9086d2dba,🥯 Bagels,
Bialy Bird,,https://www.google.com/maps/place/Bialy+Bird/data=!4m2!3m1!1s0x5495a74d606b0aa5:0x4e91d8fe1a4944f2,🥯 Bagels,
Henry Higgins Boiled Bagels,,https://www.google.com/maps/place/Henry+Higgins+Boiled+Bagels/data=!4m2!3m1!1s0x5495a0b75665982b:0xc474606436364795,🥯 Bagels,
Gabriel's Bakery,,https://www.google.com/maps/place/Gabriel's+Bakery/data=!4m2!3m1!1s0x549509fc723eb285:0x4e092dafd06eecb5,🥯 Bagels,
Providore Fine Foods,,https://www.google.com/maps/place/Providore+Fine+Foods/data=!4m2!3m1!1s0x5495a0b847636f41:0xdfeb7d69ea45a859,😋 Snack stores,
Eb & Bean NE Broadway,,https://www.google.com/maps/place/Eb+%26+Bean+NE+Broadway/data=!4m2!3m1!1s0x5495a0b54724bcdb:0x5e8aeaa3ec0ef6c6,🍰 Sweet treats,
Twisted Croissant & Patisserie,,https://www.google.com/maps/place/Twisted+Croissant+%26+Patisserie/data=!4m2!3m1!1s0x54950c2055555555:0x5460c4caa171a6a,🍰 Sweet treats,
The Pie Spot,,https://www.google.com/maps/place/The+Pie+Spot/data=!4m2!3m1!1s0x5495a0867ea3253d:0xaeabfb8f781c8ab9,🍰 Sweet treats,
SORO SORO Coffee & Dessert,,https://www.google.com/maps/place/SORO+SORO+Coffee+%26+Dessert/data=!4m2!3m1!1s0x5495a1f936285b13:0x945a58b2b8707416,🍰 Sweet treats;☕️ Coffee,
Grand Central Bakery - Mississippi cafe,,https://www.google.com/maps/place/Grand+Central+Bakery+-+Mississippi+cafe/data=!4m2!3m1!1s0x5495a7418e76f371:0xa34077211a8a89dd,🍰 Sweet treats,
How Convenient,,https://www.google.com/maps/place/How+Convenient/data=!4m2!3m1!1s0x5495a1004ad70b67:0x9b76e2c1879b03ad,😋 Snack stores,
Goodies Snack Shop,,https://www.google.com/maps/place/Goodies+Snack+Shop/data=!4m2!3m1!1s0x54950bee7e7aa7c7:0x906cf65e60a31dbe,😋 Snack stores,
Wellspent Market,,https://www.google.com/maps/place/Wellspent+Market/data=!4m2!3m1!1s0x5495a0a00f492a69:0x735cda293f4c20e3,😋 Snack stores,
zuckercreme | strawberry museum!,,https://www.google.com/maps/place/zuckercreme+%7C+strawberry+museum!/data=!4m2!3m1!1s0x54950bac2bbc8c97:0xc994106a9d96d2a5,🍰 Sweet treats,
Coquine Market & Katy Jane's Oyster Bar,,https://www.google.com/maps/place/Coquine+Market+%26+Katy+Jane's+Oyster+Bar/data=!4m2!3m1!1s0x5495a1bdfd5bb949:0x2505a39223e03371,😋 Snack stores;🍰 Sweet treats;☕️ Coffee,
Azar Indulgences,,https://www.google.com/maps/place/Azar+Indulgences/data=!4m2!3m1!1s0x54950b539264723b:0xae430f780afff66f,🍰 Sweet treats,
Cheese & Crack Snack Shop,,https://www.google.com/maps/place/Cheese+%26+Crack+Snack+Shop/data=!4m2!3m1!1s0x5495a0bf027e95a7:0x35ab34eacb8883e1,🍰 Sweet treats;😋 Snack stores,
Never Coffee,,https://www.google.com/maps/place/Never+Coffee/data=!4m2!3m1!1s0x54950b932fcf87e9:0xcb6b31ed4bd8fb7,☕️ Coffee,
Delicious Donuts,,https://www.google.com/maps/place/Delicious+Donuts/data=!4m2!3m1!1s0x5495a0a8a979b0a9:0x22e99ad050d9cb0b,🍰 Sweet treats,
Little Griddle,,https://www.google.com/maps/place/Little+Griddle/data=!4m2!3m1!1s0x5495a6d3821049b1:0xd2021e11624a8f20,🥞 Breakfast,
MeKha Noodle,,https://www.google.com/maps/place/MeKha+Noodle/data=!4m2!3m1!1s0x5495a1371e755a9f:0x8c50828e541cbc5f,🥞 Breakfast,
An Xuyên Bakery,,https://www.google.com/maps/place/An+Xuy%C3%AAn+Bakery/data=!4m2!3m1!1s0x5495a06f2eac65cd:0x40c163709d9daa65,🍰 Sweet treats,
El Salto PDX 100% Vegan Venezuelan Comfort Food,,https://www.google.com/maps/place/El+Salto+PDX+100%25+Vegan+Venezuelan+Comfort+Food/data=!4m2!3m1!1s0x54950be6e253d76f:0xcd94afb800a8cbeb,🍃 Vegan;🚚 Food carts,
COFFEE BEER,,https://www.google.com/maps/place/COFFEE+BEER/data=!4m2!3m1!1s0x5495a07091b19fc3:0xa506114387303658,🍃 Vegan,
Brooklyn Carreta Bar & Carts,,https://www.google.com/maps/place/Brooklyn+Carreta+Bar+%26+Carts/data=!4m2!3m1!1s0x54950bc41c815015:0xbdfc3a5734d7cae1,🥞 Breakfast;🚚 Food carts,
Fetch Coffee Roasters,,https://www.google.com/maps/place/Fetch+Coffee+Roasters/data=!4m2!3m1!1s0x54950b78ca7da493:0xe5ad0d3436553930,☕️ Coffee,
Cookie Mccakeface,,https://www.google.com/maps/place/Cookie+Mccakeface/data=!4m2!3m1!1s0x54959f204fb8a6ed:0x6928adcb2b22558c,🍰 Sweet treats,
